"","match_string","COU","YEAR","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive"
"81","COL1999","COL",1999,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"82","COL2000","COL",2000,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0
"83","COL2001","COL",2001,1,11,0,0,0,1,0,0,0,1,0,0,0,12,0,1,4,0,0,0,0,3,1,2
"84","COL2002","COL",2002,0,8,0,0,0,2,0,0,0,1,0,0,0,8,0,3,1,0,1,0,0,0,3,0
"85","COL2003","COL",2003,1,17,0,0,0,0,0,0,1,1,0,0,0,18,0,2,7,0,0,0,0,7,2,3
"86","COL2004","COL",2004,1,15,0,0,0,1,0,0,0,1,0,0,0,16,0,2,6,0,3,0,0,2,2,4
"87","COL2005","COL",2005,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,1,0,0,1,3,0
"88","COL2006","COL",2006,1,9,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,2,1,1
"89","COL2007","COL",2007,0,35,0,0,0,0,0,0,0,3,0,0,0,35,0,6,5,0,1,0,0,5,6,10
"90","COL2008","COL",2008,1,73,1,0,0,2,0,1,1,4,0,0,0,75,0,13,4,0,3,0,0,9,13,18
"91","COL2009","COL",2009,1,31,0,0,0,2,0,0,0,2,0,0,0,33,0,4,1,0,0,0,0,6,4,7
"92","COL2010","COL",2010,2,25,0,0,0,0,0,1,1,3,0,0,0,28,0,4,6,0,1,0,0,5,4,11
"93","COL2011","COL",2011,0,39,0,0,0,2,0,0,0,2,0,0,0,39,0,5,6,0,0,0,0,7,5,10
"94","COL2012","COL",2012,0,16,0,0,0,2,0,0,0,3,0,0,0,16,0,2,3,0,0,0,0,4,2,5
"95","COL2013","COL",2013,0,39,0,0,0,4,0,1,1,3,0,0,0,39,0,8,6,0,2,0,0,5,8,12
"96","COL2014","COL",2014,1,42,0,0,0,2,0,1,0,6,0,0,0,43,0,8,7,0,1,0,0,7,8,13
"97","COL2015","COL",2015,0,26,0,0,0,1,0,1,0,6,0,0,0,26,0,4,2,0,1,0,0,3,4,14
"98","COL2016","COL",2016,0,30,0,0,0,8,0,1,2,1,0,0,0,31,0,13,2,0,1,0,0,6,13,6
"99","COL2017","COL",2017,1,19,0,0,0,2,0,2,0,1,0,0,0,20,0,6,3,0,0,0,0,6,7,3
"100","COL2018","COL",2018,0,3,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0
"101","COL2019","COL",2019,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
"102","CRI1990","CRI",1990,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"103","CRI1991","CRI",1991,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"104","CRI1994","CRI",1994,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0
"105","CRI1996","CRI",1996,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"106","CRI1999","CRI",1999,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"107","CRI2001","CRI",2001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"108","CRI2003","CRI",2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"109","CRI2005","CRI",2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"110","CRI2006","CRI",2006,0,3,0,0,0,0,0,2,2,0,0,0,0,3,0,2,0,0,0,0,0,2,2,1
"111","CRI2007","CRI",2007,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0
"112","CRI2009","CRI",2009,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"113","CRI2010","CRI",2010,1,6,0,0,0,0,0,1,1,0,0,0,0,7,0,2,0,0,0,0,0,1,2,1
"114","CRI2011","CRI",2011,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0
"115","CRI2012","CRI",2012,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"116","CRI2013","CRI",2013,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1
"117","CRI2014","CRI",2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"118","CRI2015","CRI",2015,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,2,0,0
"119","CRI2016","CRI",2016,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0
"120","CRI2017","CRI",2017,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1
"121","CRI2018","CRI",2018,0,6,0,0,0,0,0,1,1,0,0,0,0,6,0,5,0,0,0,2,0,2,5,5
"122","CRI2019","CRI",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"123","CYP2000","CYP",2000,5,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,0,0
"124","CYP2002","CYP",2002,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"125","CYP2005","CYP",2005,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,3,1,0
"126","CYP2006","CYP",2006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"127","CYP2008","CYP",2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"128","CYP2009","CYP",2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"129","CYP2010","CYP",2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"130","CYP2012","CYP",2012,1,5,0,0,0,0,0,3,3,2,0,0,0,6,0,3,0,0,0,0,0,5,3,2
"131","CYP2013","CYP",2013,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"132","CYP2015","CYP",2015,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,1
"133","CYP2016","CYP",2016,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,1,2
"134","CYP2017","CYP",2017,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"135","CYP2019","CYP",2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"136","DEU1992","DEU",1992,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"137","DEU1997","DEU",1997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"138","DEU1999","DEU",1999,2,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0
"139","DEU2000","DEU",2000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"140","DEU2001","DEU",2001,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0
"141","DEU2002","DEU",2002,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"142","DEU2003","DEU",2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"143","DEU2004","DEU",2004,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"144","DEU2005","DEU",2005,3,5,0,0,0,0,2,0,0,2,0,0,0,8,0,1,2,0,0,0,0,2,1,0
"145","DEU2006","DEU",2006,4,8,0,0,0,0,0,1,1,0,0,0,0,12,6,1,3,0,0,1,0,2,1,0
"146","DEU2007","DEU",2007,2,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,0
"147","DEU2008","DEU",2008,4,3,0,0,0,0,2,1,1,1,0,0,0,7,0,0,2,0,2,0,0,3,0,0
"148","DEU2009","DEU",2009,3,4,0,0,0,0,0,2,2,2,0,0,0,7,4,0,0,0,0,0,0,7,0,0
"149","DEU2010","DEU",2010,1,3,0,0,0,2,0,2,2,2,0,0,0,4,3,0,1,0,0,1,0,0,0,0
"150","DEU2011","DEU",2011,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0
"151","DEU2012","DEU",2012,4,4,0,0,0,0,0,1,1,1,0,0,0,8,4,0,2,0,0,0,0,4,0,0
"152","DEU2013","DEU",2013,2,5,0,0,0,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,3,0,0
"153","DEU2014","DEU",2014,4,3,0,0,1,0,2,1,1,2,0,1,0,7,2,0,0,0,0,1,0,6,0,0
"154","DEU2015","DEU",2015,4,13,0,0,0,3,1,0,0,4,0,0,0,17,5,0,0,0,0,1,0,14,0,1
"155","DEU2016","DEU",2016,3,3,0,0,0,0,1,0,0,2,0,0,0,6,3,0,0,0,0,0,0,3,0,1
"156","DEU2017","DEU",2017,3,4,0,0,0,1,0,1,1,3,0,0,0,7,2,0,0,0,1,0,0,2,0,0
"157","DEU2019","DEU",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"158","DNK1991","DNK",1991,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"159","DNK1992","DNK",1992,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
"160","DNK1993","DNK",1993,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"161","DNK1994","DNK",1994,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"162","DNK1995","DNK",1995,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"163","DNK1996","DNK",1996,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"164","DNK1997","DNK",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"165","DNK1998","DNK",1998,3,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0
"166","DNK1999","DNK",1999,3,0,0,0,0,1,2,1,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,1
"167","DNK2000","DNK",2000,4,0,0,0,0,1,4,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0
"168","DNK2002","DNK",2002,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"169","DNK2003","DNK",2003,5,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1
"170","DNK2004","DNK",2004,4,1,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
"171","DNK2005","DNK",2005,6,2,0,0,0,1,4,1,0,1,0,0,0,8,3,1,1,0,0,0,0,1,1,0
"172","DNK2006","DNK",2006,4,0,0,0,0,0,2,1,1,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1
"173","DNK2007","DNK",2007,4,2,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,0,1
"174","DNK2008","DNK",2008,8,1,0,0,1,2,5,0,0,0,0,1,0,9,1,0,0,0,0,1,0,2,0,0
"175","DNK2009","DNK",2009,2,6,0,0,0,0,2,0,1,0,0,0,0,8,6,0,0,0,0,0,0,2,0,0
"176","DNK2010","DNK",2010,6,4,0,0,0,0,2,1,0,1,0,1,0,10,2,0,0,0,0,0,0,4,0,1
"177","DNK2011","DNK",2011,4,21,0,0,0,4,1,0,1,4,0,1,0,25,7,2,1,0,0,1,0,3,2,1
"178","DNK2012","DNK",2012,3,8,0,0,0,1,0,2,1,2,0,1,0,11,3,1,1,1,0,0,0,5,1,2
"179","DNK2013","DNK",2013,8,15,1,0,2,2,3,1,2,2,0,3,0,24,4,2,2,0,0,3,0,11,2,6
"180","DNK2014","DNK",2014,1,25,0,0,2,3,0,1,4,3,0,2,0,27,8,0,1,0,0,2,0,4,0,1
"181","DNK2015","DNK",2015,1,10,0,0,0,0,0,1,1,1,0,0,0,11,2,0,0,0,0,0,0,7,0,3
"182","ESP1992","ESP",1992,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"183","ESP1994","ESP",1994,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0
"184","ESP1997","ESP",1997,1,3,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0
"185","ESP1998","ESP",1998,1,5,0,0,0,1,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1
"186","ESP1999","ESP",1999,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0
"187","ESP2000","ESP",2000,0,4,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0
"188","ESP2001","ESP",2001,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0
"189","ESP2002","ESP",2002,0,4,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1
"190","ESP2003","ESP",2003,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"191","ESP2004","ESP",2004,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,1,0
"192","ESP2005","ESP",2005,0,4,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"193","ESP2006","ESP",2006,1,11,0,0,0,0,0,2,2,1,0,0,0,12,0,3,0,0,1,0,0,2,3,3
"194","ESP2007","ESP",2007,2,21,0,0,0,4,0,0,0,0,0,0,0,23,0,8,0,0,2,0,0,7,8,5
"195","ESP2008","ESP",2008,0,20,0,0,0,6,0,0,0,4,0,0,0,20,0,6,0,0,1,0,0,3,6,3
"196","ESP2009","ESP",2009,1,12,0,0,0,3,0,0,0,1,0,0,0,13,0,2,1,0,0,0,0,1,2,3
"197","ESP2010","ESP",2010,0,18,0,0,0,7,0,1,1,5,0,0,0,18,0,4,0,0,1,0,0,5,4,6
"198","ESP2011","ESP",2011,1,19,0,0,0,4,0,2,2,3,0,0,0,20,0,5,1,0,1,0,0,7,5,4
"199","ESP2012","ESP",2012,2,15,0,0,0,3,0,3,3,0,0,0,0,17,0,3,1,0,1,1,0,8,3,6
"200","ESP2013","ESP",2013,3,13,0,0,0,3,0,3,3,2,0,0,0,16,0,4,0,0,4,0,0,6,4,9
"201","ESP2014","ESP",2014,1,16,0,0,0,3,0,0,0,2,0,0,0,17,0,3,1,0,0,0,0,7,3,7
"202","ESP2015","ESP",2015,1,11,0,0,0,3,0,1,3,0,0,0,0,12,0,1,1,0,1,0,0,7,1,6
"203","ESP2016","ESP",2016,0,8,0,0,0,2,0,1,1,0,0,0,0,8,0,1,1,0,1,1,0,1,1,2
"204","ESP2017","ESP",2017,0,9,0,0,1,0,0,0,3,0,0,1,0,9,0,1,0,0,0,1,0,6,1,8
"205","ESP2018","ESP",2018,1,5,0,0,0,1,0,1,1,0,0,0,0,6,0,0,0,0,0,1,0,3,0,2
"206","ESP2019","ESP",2019,2,5,0,0,1,0,0,0,0,0,0,1,0,7,0,2,0,0,0,2,0,3,2,3
"207","EST1997","EST",1997,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"208","EST2003","EST",2003,3,0,0,0,0,1,0,1,1,0,0,0,0,3,1,2,1,0,0,0,1,0,2,0
"209","EST2005","EST",2005,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"210","EST2007","EST",2007,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0
"211","EST2015","EST",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"212","EST2016","EST",2016,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1,0
"213","EST2017","EST",2017,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"214","EST2019","EST",2019,0,1,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,1
