"","match_string","COU","YEAR","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive"
"27","DEU2004","DEU",2004,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0
"28","DEU2014","DEU",2014,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"29","DNK2005","DNK",2005,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"30","DNK2009","DNK",2009,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"31","DNK2010","DNK",2010,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
"32","DNK2011","DNK",2011,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0
"33","FIN2003","FIN",2003,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"34","FIN2005","FIN",2005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"35","FIN2011","FIN",2011,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"36","FIN2012","FIN",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"37","FRA2006","FRA",2006,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"38","GBR2005","GBR",2005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"39","GBR2012","GBR",2012,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"40","GBR2018","GBR",2018,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"41","GRC2000","GRC",2000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"42","GRC2006","GRC",2006,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"43","HUN2011","HUN",2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"44","IRL2002","IRL",2002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"45","IRL2007","IRL",2007,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0
"46","IRL2011","IRL",2011,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,3,0,0,3,0
"47","IRL2012","IRL",2012,0,4,0,0,4,0,0,0,0,1,0,3,0,0,1,4,0,1,0,4,0,0,4,0
"48","IRL2013","IRL",2013,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"49","IRL2014","IRL",2014,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"50","IRL2015","IRL",2015,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"51","IRL2018","IRL",2018,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"52","ISR2001","ISR",2001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"53","ITA2003","ITA",2003,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"54","ITA2016","ITA",2016,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"55","JPN2005","JPN",2005,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"56","KOR2003","KOR",2003,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"57","KOR2004","KOR",2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"58","KOR2007","KOR",2007,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"59","LVA2005","LVA",2005,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"60","LVA2007","LVA",2007,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"61","MEX2000","MEX",2000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"62","MEX2012","MEX",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"63","POL2005","POL",2005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"64","POL2006","POL",2006,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"65","POL2007","POL",2007,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0
"66","POL2015","POL",2015,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"67","POL2016","POL",2016,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"68","SVK2004","SVK",2004,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"69","SVK2006","SVK",2006,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0
"70","SVK2010","SVK",2010,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0
"71","SVK2011","SVK",2011,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,1,0
"72","SVK2012","SVK",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"73","SVK2016","SVK",2016,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"74","SVK2017","SVK",2017,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"75","SVN2006","SVN",2006,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,2,0,0,2,0
"76","SVN2007","SVN",2007,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"77","SVN2011","SVN",2011,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
"78","SVN2012","SVN",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"79","SWE2018","SWE",2018,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"80","TUR2004","TUR",2004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"81","TUR2013","TUR",2013,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"82","TUR2017","TUR",2017,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
